emoji,hexcode,group,subgroups,annotation,tags,hfg_tags,hfg_author,skintone,skintone_base_emoji,skintone_base_hexcode,unicode,order
🚶🏼‍♀️,1F6B6-1F3FC-200D-2640-FE0F,smileys-people,person-activity,woman walking: medium-light skin tone,,,Johanna Wellnitz,2,🚶‍♀️,1F6B6-200D-2640-FE0F,4,1282
🚶🏽‍♀️,1F6B6-1F3FD-200D-2640-FE0F,smileys-people,person-activity,woman walking: medium skin tone,,,Johanna Wellnitz,3,🚶‍♀️,1F6B6-200D-2640-FE0F,4,1284
🚶🏾‍♀️,1F6B6-1F3FE-200D-2640-FE0F,smileys-people,person-activity,woman walking: medium-dark skin tone,,,Johanna Wellnitz,4,🚶‍♀️,1F6B6-200D-2640-FE0F,4,1286
🚶🏿‍♀️,1F6B6-1F3FF-200D-2640-FE0F,smileys-people,person-activity,woman walking: dark skin tone,,,Johanna Wellnitz,5,🚶‍♀️,1F6B6-200D-2640-FE0F,4,1288
🏃,1F3C3,smileys-people,person-activity,person running,"marathon, running","human, person",Johanna Wellnitz,,🏃,1F3C3,1,1290
🏃🏻,1F3C3-1F3FB,smileys-people,person-activity,person running: light skin tone,,,Johanna Wellnitz,1,🏃,1F3C3,2,1291
🏃🏼,1F3C3-1F3FC,smileys-people,person-activity,person running: medium-light skin tone,,,Johanna Wellnitz,2,🏃,1F3C3,2,1292
🏃🏽,1F3C3-1F3FD,smileys-people,person-activity,person running: medium skin tone,,,Johanna Wellnitz,3,🏃,1F3C3,2,1293
🏃🏾,1F3C3-1F3FE,smileys-people,person-activity,person running: medium-dark skin tone,,,Johanna Wellnitz,4,🏃,1F3C3,2,1294
🏃🏿,1F3C3-1F3FF,smileys-people,person-activity,person running: dark skin tone,,,Johanna Wellnitz,5,🏃,1F3C3,2,1295
💃,1F483,smileys-people,person-activity,woman dancing,"dancing, woman","human, person",Johanna Wellnitz,,💃,1F483,1,1320
💃🏻,1F483-1F3FB,smileys-people,person-activity,woman dancing: light skin tone,,,Johanna Wellnitz,1,💃,1F483,2,1321
💃🏼,1F483-1F3FC,smileys-people,person-activity,woman dancing: medium-light skin tone,,,Johanna Wellnitz,2,💃,1F483,2,1322
💃🏽,1F483-1F3FD,smileys-people,person-activity,woman dancing: medium skin tone,,,Johanna Wellnitz,3,💃,1F483,2,1323
💃🏾,1F483-1F3FE,smileys-people,person-activity,woman dancing: medium-dark skin tone,,,Johanna Wellnitz,4,💃,1F483,2,1324
💃🏿,1F483-1F3FF,smileys-people,person-activity,woman dancing: dark skin tone,,,Johanna Wellnitz,5,💃,1F483,2,1325
🕺,1F57A,smileys-people,person-activity,man dancing,"dance, man","human, person",Johanna Wellnitz,,🕺,1F57A,3,1326
🕺🏻,1F57A-1F3FB,smileys-people,person-activity,man dancing: light skin tone,,,Johanna Wellnitz,1,🕺,1F57A,3,1327
🕺🏼,1F57A-1F3FC,smileys-people,person-activity,man dancing: medium-light skin tone,,,Johanna Wellnitz,2,🕺,1F57A,3,1328
🕺🏽,1F57A-1F3FD,smileys-people,person-activity,man dancing: medium skin tone,,,Johanna Wellnitz,3,🕺,1F57A,3,1329
🕺🏾,1F57A-1F3FE,smileys-people,person-activity,man dancing: medium-dark skin tone,,,Johanna Wellnitz,4,🕺,1F57A,3,1330
🕺🏿,1F57A-1F3FF,smileys-people,person-activity,man dancing: dark skin tone,,,Johanna Wellnitz,5,🕺,1F57A,3,1331
👯,1F46F,smileys-people,person-activity,people with bunny ears,"bunny ear, dancer, partying","human, person",Johanna Wellnitz,,,,1,1332
🧗,1F9D7,smileys-people,person-activity,person climbing,climber,"human, person",Johanna Wellnitz,,🧗,1F9D7,5,1367
🧗🏻,1F9D7-1F3FB,smileys-people,person-activity,person climbing: light skin tone,,,Johanna Wellnitz,1,🧗,1F9D7,5,1368
🧗🏼,1F9D7-1F3FC,smileys-people,person-activity,person climbing: medium-light skin tone,,,Johanna Wellnitz,2,🧗,1F9D7,5,1369
🧗🏽,1F9D7-1F3FD,smileys-people,person-activity,person climbing: medium skin tone,,,Johanna Wellnitz,3,🧗,1F9D7,5,1370
🧗🏾,1F9D7-1F3FE,smileys-people,person-activity,person climbing: medium-dark skin tone,,,Johanna Wellnitz,4,🧗,1F9D7,5,1371
🧗🏿,1F9D7-1F3FF,smileys-people,person-activity,person climbing: dark skin tone,,,Johanna Wellnitz,5,🧗,1F9D7,5,1372
🧘,1F9D8,smileys-people,person-activity,person in lotus position,"meditation, yoga","human, person, exercise",Johanna Wellnitz,,🧘,1F9D8,5,1397
🧘🏻,1F9D8-1F3FB,smileys-people,person-activity,person in lotus position: light skin tone,,,Johanna Wellnitz,1,🧘,1F9D8,5,1398
🧘🏼,1F9D8-1F3FC,smileys-people,person-activity,person in lotus position: medium-light skin tone,,,Johanna Wellnitz,2,🧘,1F9D8,5,1399
🧘🏽,1F9D8-1F3FD,smileys-people,person-activity,person in lotus position: medium skin tone,,,Johanna Wellnitz,3,🧘,1F9D8,5,1400
🧘🏾,1F9D8-1F3FE,smileys-people,person-activity,person in lotus position: medium-dark skin tone,,,Johanna Wellnitz,4,🧘,1F9D8,5,1401
🧘🏿,1F9D8-1F3FF,smileys-people,person-activity,person in lotus position: dark skin tone,,,Johanna Wellnitz,5,🧘,1F9D8,5,1402
🛌,1F6CC,smileys-people,person-activity,person in bed,"hotel, sleep","human, person",Johanna Wellnitz,,🛌,1F6CC,1,1433
🛌🏻,1F6CC-1F3FB,smileys-people,person-activity,person in bed: light skin tone,,,Johanna Wellnitz,1,🛌,1F6CC,4,1434
🛌🏼,1F6CC-1F3FC,smileys-people,person-activity,person in bed: medium-light skin tone,,,Johanna Wellnitz,2,🛌,1F6CC,4,1435
🛌🏽,1F6CC-1F3FD,smileys-people,person-activity,person in bed: medium skin tone,,,Johanna Wellnitz,3,🛌,1F6CC,4,1436
🛌🏾,1F6CC-1F3FE,smileys-people,person-activity,person in bed: medium-dark skin tone,,,Johanna Wellnitz,4,🛌,1F6CC,4,1437
🛌🏿,1F6CC-1F3FF,smileys-people,person-activity,person in bed: dark skin tone,,,Johanna Wellnitz,5,🛌,1F6CC,4,1438
🗣️,1F5E3,smileys-people,person-activity,speaking head,"face, head, silhouette, speak, speaking","human, person",Johanna Wellnitz,,,,1,1447
👤,1F464,smileys-people,person-activity,bust in silhouette,"bust, silhouette","human, person",Johanna Wellnitz,,,,1,1448
👥,1F465,smileys-people,person-activity,busts in silhouette,"bust, silhouette","human, person",Johanna Wellnitz,,,,1,1449
🤺,1F93A,smileys-people,person-sport,person fencing,"fencer, fencing, sword","epee, sports",Johanna Wellnitz,,,,3,1450
🏇,1F3C7,smileys-people,person-sport,horse racing,"horse, jockey, racehorse, racing","animal, sports",Johanna Wellnitz,,🏇,1F3C7,1,1451
🏇🏻,1F3C7-1F3FB,smileys-people,person-sport,horse racing: light skin tone,,,Johanna Wellnitz,1,🏇,1F3C7,4,1452
🏇🏼,1F3C7-1F3FC,smileys-people,person-sport,horse racing: medium-light skin tone,,,Johanna Wellnitz,2,🏇,1F3C7,4,1453
🏇🏽,1F3C7-1F3FD,smileys-people,person-sport,horse racing: medium skin tone,,,Johanna Wellnitz,3,🏇,1F3C7,4,1454
🏇🏾,1F3C7-1F3FE,smileys-people,person-sport,horse racing: medium-dark skin tone,,,Johanna Wellnitz,4,🏇,1F3C7,4,1455
🏇🏿,1F3C7-1F3FF,smileys-people,person-sport,horse racing: dark skin tone,,,Johanna Wellnitz,5,🏇,1F3C7,4,1456
⛷️,26F7,smileys-people,person-sport,skier,"ski, snow","winter, sports",Johanna Wellnitz,,,,1,1458
🏂️,1F3C2,smileys-people,person-sport,snowboarder,"ski, snow, snowboard","winter, sports",Johanna Wellnitz,,🏂️,1F3C2,1,1459
🏂🏻,1F3C2-1F3FB,smileys-people,person-sport,snowboarder: light skin tone,,,Johanna Wellnitz,1,🏂️,1F3C2,4,1460
🏂🏼,1F3C2-1F3FC,smileys-people,person-sport,snowboarder: medium-light skin tone,,,Johanna Wellnitz,2,🏂️,1F3C2,4,1461
🏂🏽,1F3C2-1F3FD,smileys-people,person-sport,snowboarder: medium skin tone,,,Johanna Wellnitz,3,🏂️,1F3C2,4,1462
🏂🏾,1F3C2-1F3FE,smileys-people,person-sport,snowboarder: medium-dark skin tone,,,Johanna Wellnitz,4,🏂️,1F3C2,4,1463
🏂🏿,1F3C2-1F3FF,smileys-people,person-sport,snowboarder: dark skin tone,,,Johanna Wellnitz,5,🏂️,1F3C2,4,1464
🏌️,1F3CC,smileys-people,person-sport,person golfing,"ball, golf",sports,Johanna Wellnitz,,🏌️,1F3CC,1,1466
🏌🏻,1F3CC-1F3FB,smileys-people,person-sport,person golfing: light skin tone,,,Johanna Wellnitz,1,🏌️,1F3CC,4,1467
🏌🏼,1F3CC-1F3FC,smileys-people,person-sport,person golfing: medium-light skin tone,,,Johanna Wellnitz,2,🏌️,1F3CC,4,1468
🏌🏽,1F3CC-1F3FD,smileys-people,person-sport,person golfing: medium skin tone,,,Johanna Wellnitz,3,🏌️,1F3CC,4,1469
🏌🏾,1F3CC-1F3FE,smileys-people,person-sport,person golfing: medium-dark skin tone,,,Johanna Wellnitz,4,🏌️,1F3CC,4,1470
🏌🏿,1F3CC-1F3FF,smileys-people,person-sport,person golfing: dark skin tone,,,Johanna Wellnitz,5,🏌️,1F3CC,4,1471
🏄️,1F3C4,smileys-people,person-sport,person surfing,surfing,"water, ocean, sea, wave, surfer, sports",Johanna Wellnitz,,🏄️,1F3C4,1,1500
🏄🏻,1F3C4-1F3FB,smileys-people,person-sport,person surfing: light skin tone,,,Johanna Wellnitz,1,🏄️,1F3C4,2,1501
🏄🏼,1F3C4-1F3FC,smileys-people,person-sport,person surfing: medium-light skin tone,,,Johanna Wellnitz,2,🏄️,1F3C4,2,1502
🏄🏽,1F3C4-1F3FD,smileys-people,person-sport,person surfing: medium skin tone,,,Johanna Wellnitz,3,🏄️,1F3C4,2,1503
🏄🏾,1F3C4-1F3FE,smileys-people,person-sport,person surfing: medium-dark skin tone,,,Johanna Wellnitz,4,🏄️,1F3C4,2,1504
🏄🏿,1F3C4-1F3FF,smileys-people,person-sport,person surfing: dark skin tone,,,Johanna Wellnitz,5,🏄️,1F3C4,2,1505
🚣,1F6A3,smileys-people,person-sport,person rowing boat,"boat, rowboat","sports, kayak, canoe, water",Johanna Wellnitz,,🚣,1F6A3,1,1530
🚣🏻,1F6A3-1F3FB,smileys-people,person-sport,person rowing boat: light skin tone,,,Johanna Wellnitz,1,🚣,1F6A3,2,1531
🚣🏼,1F6A3-1F3FC,smileys-people,person-sport,person rowing boat: medium-light skin tone,,,Johanna Wellnitz,2,🚣,1F6A3,2,1532
🚣🏽,1F6A3-1F3FD,smileys-people,person-sport,person rowing boat: medium skin tone,,,Johanna Wellnitz,3,🚣,1F6A3,2,1533
🚣🏾,1F6A3-1F3FE,smileys-people,person-sport,person rowing boat: medium-dark skin tone,,,Johanna Wellnitz,4,🚣,1F6A3,2,1534
🚣🏿,1F6A3-1F3FF,smileys-people,person-sport,person rowing boat: dark skin tone,,,Johanna Wellnitz,5,🚣,1F6A3,2,1535
🏊️,1F3CA,smileys-people,person-sport,person swimming,swim,"sports, water",Johanna Wellnitz,,🏊️,1F3CA,1,1560
🏊🏻,1F3CA-1F3FB,smileys-people,person-sport,person swimming: light skin tone,,,Johanna Wellnitz,1,🏊️,1F3CA,2,1561
🏊🏼,1F3CA-1F3FC,smileys-people,person-sport,person swimming: medium-light skin tone,,,Johanna Wellnitz,2,🏊️,1F3CA,2,1562
🏊🏽,1F3CA-1F3FD,smileys-people,person-sport,person swimming: medium skin tone,,,Johanna Wellnitz,3,🏊️,1F3CA,2,1563
🏊🏾,1F3CA-1F3FE,smileys-people,person-sport,person swimming: medium-dark skin tone,,,Johanna Wellnitz,4,🏊️,1F3CA,2,1564
🏊🏿,1F3CA-1F3FF,smileys-people,person-sport,person swimming: dark skin tone,,,Johanna Wellnitz,5,🏊️,1F3CA,2,1565
⛹️,26F9,smileys-people,person-sport,person bouncing ball,ball,"dribble, sports",Johanna Wellnitz,,⛹️,26F9,1,1591
⛹🏻,26F9-1F3FB,smileys-people,person-sport,person bouncing ball: light skin tone,,,Johanna Wellnitz,1,⛹️,26F9,2,1592
⛹🏼,26F9-1F3FC,smileys-people,person-sport,person bouncing ball: medium-light skin tone,,,Johanna Wellnitz,2,⛹️,26F9,2,1593
⛹🏽,26F9-1F3FD,smileys-people,person-sport,person bouncing ball: medium skin tone,,,Johanna Wellnitz,3,⛹️,26F9,2,1594
⛹🏾,26F9-1F3FE,smileys-people,person-sport,person bouncing ball: medium-dark skin tone,,,Johanna Wellnitz,4,⛹️,26F9,2,1595
⛹🏿,26F9-1F3FF,smileys-people,person-sport,person bouncing ball: dark skin tone,,,Johanna Wellnitz,5,⛹️,26F9,2,1596
🏋️,1F3CB,smileys-people,person-sport,person lifting weights,"lifter, weight","sports, power",Johanna Wellnitz,,🏋️,1F3CB,1,1626
🏋🏻,1F3CB-1F3FB,smileys-people,person-sport,person lifting weights: light skin tone,,,Johanna Wellnitz,1,🏋️,1F3CB,2,1627
🏋🏼,1F3CB-1F3FC,smileys-people,person-sport,person lifting weights: medium-light skin tone,,,Johanna Wellnitz,2,🏋️,1F3CB,2,1628
🏋🏽,1F3CB-1F3FD,smileys-people,person-sport,person lifting weights: medium skin tone,,,Johanna Wellnitz,3,🏋️,1F3CB,2,1629
🏋🏾,1F3CB-1F3FE,smileys-people,person-sport,person lifting weights: medium-dark skin tone,,,Johanna Wellnitz,4,🏋️,1F3CB,2,1630
🏋🏿,1F3CB-1F3FF,smileys-people,person-sport,person lifting weights: dark skin tone,,,Johanna Wellnitz,5,🏋️,1F3CB,2,1631
🚴,1F6B4,smileys-people,person-sport,person biking,"bicycle, biking, cyclist",sports,Johanna Wellnitz,,🚴,1F6B4,1,1660
🚴🏻,1F6B4-1F3FB,smileys-people,person-sport,person biking: light skin tone,,,Johanna Wellnitz,1,🚴,1F6B4,2,1661
🚴🏼,1F6B4-1F3FC,smileys-people,person-sport,person biking: medium-light skin tone,,,Johanna Wellnitz,2,🚴,1F6B4,2,1662
🚴🏽,1F6B4-1F3FD,smileys-people,person-sport,person biking: medium skin tone,,,Johanna Wellnitz,3,🚴,1F6B4,2,1663
🚴🏾,1F6B4-1F3FE,smileys-people,person-sport,person biking: medium-dark skin tone,,,Johanna Wellnitz,4,🚴,1F6B4,2,1664
🚴🏿,1F6B4-1F3FF,smileys-people,person-sport,person biking: dark skin tone,,,Johanna Wellnitz,5,🚴,1F6B4,2,1665
🏎️,1F3CE,smileys-people,person-sport,racing car,"car, racing","sports, motor",Johanna Wellnitz,,,,1,1721
🏍️,1F3CD,smileys-people,person-sport,motorcycle,racing,"motorsports, vehicle",Johanna Wellnitz,,,,1,1723
🤸,1F938,smileys-people,person-sport,person cartwheeling,"cartwheel, gymnastics",sports,Johanna Wellnitz,,🤸,1F938,3,1724
🤸🏻,1F938-1F3FB,smileys-people,person-sport,person cartwheeling: light skin tone,,,Johanna Wellnitz,1,🤸,1F938,3,1725
🤸🏼,1F938-1F3FC,smileys-people,person-sport,person cartwheeling: medium-light skin tone,,,Johanna Wellnitz,2,🤸,1F938,3,1726
🤸🏽,1F938-1F3FD,smileys-people,person-sport,person cartwheeling: medium skin tone,,,Johanna Wellnitz,3,🤸,1F938,3,1727
🤸🏾,1F938-1F3FE,smileys-people,person-sport,person cartwheeling: medium-dark skin tone,,,Johanna Wellnitz,4,🤸,1F938,3,1728
🤸🏿,1F938-1F3FF,smileys-people,person-sport,person cartwheeling: dark skin tone,,,Johanna Wellnitz,5,🤸,1F938,3,1729
🤼,1F93C,smileys-people,person-sport,people wrestling,"wrestle, wrestler","fighting, sports",Johanna Wellnitz,,,,3,1754
🤽,1F93D,smileys-people,person-sport,person playing water polo,"polo, water",sports,Johanna Wellnitz,,🤽,1F93D,3,1759
🤽🏻,1F93D-1F3FB,smileys-people,person-sport,person playing water polo: light skin tone,,,Johanna Wellnitz,1,🤽,1F93D,3,1760
🤽🏼,1F93D-1F3FC,smileys-people,person-sport,person playing water polo: medium-light skin tone,,,Johanna Wellnitz,2,🤽,1F93D,3,1761
🤽🏽,1F93D-1F3FD,smileys-people,person-sport,person playing water polo: medium skin tone,,,Johanna Wellnitz,3,🤽,1F93D,3,1762
🤽🏾,1F93D-1F3FE,smileys-people,person-sport,person playing water polo: medium-dark skin tone,,,Johanna Wellnitz,4,🤽,1F93D,3,1763
🤽🏿,1F93D-1F3FF,smileys-people,person-sport,person playing water polo: dark skin tone,,,Johanna Wellnitz,5,🤽,1F93D,3,1764
🤾,1F93E,smileys-people,person-sport,person playing handball,"ball, handball","sports, indoor",Johanna Wellnitz,,🤾,1F93E,3,1789
🤾🏻,1F93E-1F3FB,smileys-people,person-sport,person playing handball: light skin tone,,,Johanna Wellnitz,1,🤾,1F93E,3,1790
🤾🏼,1F93E-1F3FC,smileys-people,person-sport,person playing handball: medium-light skin tone,,,Johanna Wellnitz,2,🤾,1F93E,3,1791
🤾🏽,1F93E-1F3FD,smileys-people,person-sport,person playing handball: medium skin tone,,,Johanna Wellnitz,3,🤾,1F93E,3,1792
🤾🏾,1F93E-1F3FE,smileys-people,person-sport,person playing handball: medium-dark skin tone,,,Johanna Wellnitz,4,🤾,1F93E,3,1793
🤾🏿,1F93E-1F3FF,smileys-people,person-sport,person playing handball: dark skin tone,,,Johanna Wellnitz,5,🤾,1F93E,3,1794
🤹,1F939,smileys-people,person-sport,person juggling,"balance, juggle, multitask, skill",artist,Johanna Wellnitz,,🤹,1F939,3,1819
🤹🏻,1F939-1F3FB,smileys-people,person-sport,person juggling: light skin tone,,,Johanna Wellnitz,1,🤹,1F939,3,1820
🤹🏼,1F939-1F3FC,smileys-people,person-sport,person juggling: medium-light skin tone,,,Johanna Wellnitz,2,🤹,1F939,3,1821
🤹🏽,1F939-1F3FD,smileys-people,person-sport,person juggling: medium skin tone,,,Johanna Wellnitz,3,🤹,1F939,3,1822
🤹🏾,1F939-1F3FE,smileys-people,person-sport,person juggling: medium-dark skin tone,,,Johanna Wellnitz,4,🤹,1F939,3,1823
🤹🏿,1F939-1F3FF,smileys-people,person-sport,person juggling: dark skin tone,,,Johanna Wellnitz,5,🤹,1F939,3,1824
👫,1F46B,smileys-people,family,man and woman holding hands,"couple, hand, hold, man, woman","together, heterosexual, straight",Lisa Schulz,,,,1,1849
👬,1F46C,smileys-people,family,two men holding hands,"couple, gemini, man, twins, zodiac","together, gay, homosexual",Lisa Schulz,,,,1,1850
👭,1F46D,smileys-people,family,two women holding hands,"couple, hand, woman","together, girlfriend, lesbian, homosexual",Lisa Schulz,,,,1,1851
💏,1F48F,smileys-people,family,kiss,couple,"man, woman, face, kiss, boy, girl",Lisa Schulz,,,,1,1852
👩‍❤️‍💋‍👨,1F469-200D-2764-FE0F-200D-1F48B-200D-1F468,smileys-people,family,"kiss: woman, man","couple, kiss, man, woman",,Lisa Schulz,,,,2,1853
👨‍❤️‍💋‍👨,1F468-200D-2764-FE0F-200D-1F48B-200D-1F468,smileys-people,family,"kiss: man, man","couple, kiss, man",gay,Lisa Schulz,,,,2,1855
👩‍❤️‍💋‍👩,1F469-200D-2764-FE0F-200D-1F48B-200D-1F469,smileys-people,family,"kiss: woman, woman","couple, kiss, woman","lesbian, girlfriend",Lisa Schulz,,,,2,1857
💑,1F491,smileys-people,family,couple with heart,"couple, love","man, woman, heart",Lisa Schulz,,,,1,1859
👩‍❤️‍👨,1F469-200D-2764-FE0F-200D-1F468,smileys-people,family,"couple with heart: woman, man","couple, couple with heart, love, man, woman",,Lisa Schulz,,,,2,1860
👨‍❤️‍👨,1F468-200D-2764-FE0F-200D-1F468,smileys-people,family,"couple with heart: man, man","couple, couple with heart, love, man",gay,Lisa Schulz,,,,2,1862
👩‍❤️‍👩,1F469-200D-2764-FE0F-200D-1F469,smileys-people,family,"couple with heart: woman, woman","couple, couple with heart, love, woman","lesbian, girlfried",Lisa Schulz,,,,2,1864
👪️,1F46A,smileys-people,family,family,family,"man, woman, boy, child",Lisa Schulz,,,,1,1866
👨‍👩‍👧,1F468-200D-1F469-200D-1F467,smileys-people,family,"family: man, woman, girl","family, girl, man, woman",child,Lisa Schulz,,,,2,1868
🤳,1F933,smileys-people,body,selfie,"camera, phone","camera, phone",Julian Grüneberg,,🤳,1F933,3,1892
🤳🏻,1F933-1F3FB,smileys-people,body,selfie: light skin tone,,,Julian Grüneberg,1,🤳,1F933,3,1893
🤳🏼,1F933-1F3FC,smileys-people,body,selfie: medium-light skin tone,,,Julian Grüneberg,2,🤳,1F933,3,1894
🤳🏽,1F933-1F3FD,smileys-people,body,selfie: medium skin tone,,,Julian Grüneberg,3,🤳,1F933,3,1895
🤳🏾,1F933-1F3FE,smileys-people,body,selfie: medium-dark skin tone,,,Julian Grüneberg,4,🤳,1F933,3,1896
🤳🏿,1F933-1F3FF,smileys-people,body,selfie: dark skin tone,,,Julian Grüneberg,5,🤳,1F933,3,1897
💪,1F4AA,smileys-people,body,flexed biceps,"biceps, comic, flex, muscle","Flexed Biceps, Biceps, Flexed, flex, muscle, Feats of Strength, strength, feats, Strong, lisa schulz, julian grüneberg",Julian Grüneberg,,💪,1F4AA,1,1898
💪🏻,1F4AA-1F3FB,smileys-people,body,flexed biceps: light skin tone,,,Julian Grüneberg,1,💪,1F4AA,2,1899
💪🏼,1F4AA-1F3FC,smileys-people,body,flexed biceps: medium-light skin tone,,,Julian Grüneberg,2,💪,1F4AA,2,1900
💪🏽,1F4AA-1F3FD,smileys-people,body,flexed biceps: medium skin tone,,,Julian Grüneberg,3,💪,1F4AA,2,1901
💪🏾,1F4AA-1F3FE,smileys-people,body,flexed biceps: medium-dark skin tone,,,Julian Grüneberg,4,💪,1F4AA,2,1902
💪🏿,1F4AA-1F3FF,smileys-people,body,flexed biceps: dark skin tone,,,Julian Grüneberg,5,💪,1F4AA,2,1903
👈️,1F448,smileys-people,body,backhand index pointing left,"backhand, finger, hand, index, point","backhand, finger, hand, index, point, point, left, Middle Finger, White left",Julian Grüneberg,,👈️,1F448,1,1916
👈🏻,1F448-1F3FB,smileys-people,body,backhand index pointing left: light skin tone,,,Julian Grüneberg,1,👈️,1F448,2,1917
👈🏼,1F448-1F3FC,smileys-people,body,backhand index pointing left: medium-light skin tone,,,Julian Grüneberg,2,👈️,1F448,2,1918
👈🏽,1F448-1F3FD,smileys-people,body,backhand index pointing left: medium skin tone,,,Julian Grüneberg,3,👈️,1F448,2,1919
